Security_ID,Vendor_ID,Vendor_Code,Source_Feed_ID,Price_Type,Exchange_Code,Price_Date,Currency_Code,Price
AMZN,201,Polygon,1,Close,NASDAQ,2025-09-12 04:00:00,USD,228.15
AMZN,201,Polygon,1,Close,NASDAQ,2025-09-15 04:00:00,USD,231.43
AMZN,201,Polygon,1,Close,NASDAQ,2025-09-16 04:00:00,USD,234.05
AMZN,201,Polygon,1,Close,NASDAQ,2025-09-17 04:00:00,USD,231.62
AMZN,201,Polygon,1,Close,NASDAQ,2025-09-18 04:00:00,USD,231.23
AMZN,201,Polygon,1,Close,NASDAQ,2025-09-19 04:00:00,USD,231.48
AMZN,201,Polygon,1,Close,NASDAQ,2025-09-22 04:00:00,USD,227.63
AMZN,201,Polygon,1,Close,NASDAQ,2025-09-23 04:00:00,USD,220.71
AMZN,201,Polygon,1,Close,NASDAQ,2025-09-24 04:00:00,USD,220.21
AMZN,201,Polygon,1,Close,NASDAQ,2025-09-25 04:00:00,USD,218.15
AMZN,201,Polygon,1,Close,NASDAQ,2025-09-26 04:00:00,USD,219.78
AMZN,201,Polygon,1,Close,NASDAQ,2025-09-29 04:00:00,USD,222.17
AMZN,201,Polygon,1,Close,NASDAQ,2025-09-30 04:00:00,USD,219.57
GOOGL,201,Polygon,1,Close,NASDAQ,2025-09-02 04:00:00,USD,211.35
GOOGL,201,Polygon,1,Close,NASDAQ,2025-09-03 04:00:00,USD,230.66
GOOGL,201,Polygon,1,Close,NASDAQ,2025-09-04 04:00:00,USD,232.3
GOOGL,201,Polygon,1,Close,NASDAQ,2025-09-05 04:00:00,USD,235.0
GOOGL,201,Polygon,1,Close,NASDAQ,2025-09-08 04:00:00,USD,234.04
GOOGL,201,Polygon,1,Close,NASDAQ,2025-09-09 04:00:00,USD,239.63
GOOGL,201,Polygon,1,Close,NASDAQ,2025-09-10 04:00:00,USD,239.17
GOOGL,201,Polygon,1,Close,NASDAQ,2025-09-11 04:00:00,USD,240.37
GOOGL,201,Polygon,1,Close,NASDAQ,2025-09-12 04:00:00,USD,240.8
GOOGL,201,Polygon,1,Close,NASDAQ,2025-09-15 04:00:00,USD,251.61
GOOGL,201,Polygon,1,Close,NASDAQ,2025-09-16 04:00:00,USD,251.16
GOOGL,201,Polygon,1,Close,NASDAQ,2025-09-17 04:00:00,USD,249.53
GOOGL,201,Polygon,1,Close,NASDAQ,2025-09-18 04:00:00,USD,252.03
GOOGL,201,Polygon,1,Close,NASDAQ,2025-09-19 04:00:00,USD,254.72
GOOGL,201,Polygon,1,Close,NASDAQ,2025-09-22 04:00:00,USD,252.53
GOOGL,201,Polygon,1,Close,NASDAQ,2025-09-23 04:00:00,USD,251.66
GOOGL,201,Polygon,1,Close,NASDAQ,2025-09-24 04:00:00,USD,247.14
GOOGL,201,Polygon,1,Close,NASDAQ,2025-09-25 04:00:00,USD,245.79
GOOGL,201,Polygon,1,Close,NASDAQ,2025-09-26 04:00:00,USD,246.54
GOOGL,201,Polygon,1,Close,NASDAQ,2025-09-29 04:00:00,USD,244.05
GOOGL,201,Polygon,1,Close,NASDAQ,2025-09-30 04:00:00,USD,243.1
